eye_distance_px,face_height_px,face_area_ratio,head_tilt_h,head_tilt_v,label
60,122,0.0376,87.6536,-0.0064,too_far
60,122,0.0376,87.6536,-0.0059,too_far
60,121,0.0373,87.6342,-0.0067,too_far
60,121,0.0373,87.6342,-0.0054,too_far
60,121,0.0366,87.1618,-0.0066,too_far
59,121,0.0369,87.6342,-0.0065,too_far
60,121,0.0366,87.6342,-0.0068,too_far
59,121,0.0369,87.1618,-0.0055,too_far
59,121,0.0365,87.1618,-0.0059,too_far
59,121,0.0369,87.1618,-0.0066,too_far
59,121,0.0369,87.1618,-0.0061,too_far
59,121,0.0369,87.1618,-0.0064,too_far
59,121,0.0369,87.1618,-0.0062,too_far
59,121,0.0369,87.1618,-0.007,too_far
59,121,0.0369,87.1618,-0.0059,too_far
59,121,0.0369,87.1618,-0.0052,too_far
59,121,0.0369,87.1618,-0.0064,too_far
59,121,0.0369,87.1618,-0.0059,too_far
59,121,0.0369,87.6342,-0.0056,too_far
59,121,0.0366,87.1618,-0.004,too_far
59,121,0.0369,87.1618,-0.0039,too_far
59,121,0.0369,87.6342,-0.0045,too_far
59,121,0.0369,87.6342,-0.0057,too_far
59,121,0.0369,87.6342,-0.0042,too_far
59,121,0.0366,87.6342,-0.004,too_far
59,121,0.0369,87.1618,-0.0037,too_far
59,121,0.0369,87.6342,-0.0039,too_far
59,121,0.0369,87.6342,-0.0033,too_far
59,121,0.0369,87.6342,-0.0042,too_far
59,121,0.0366,87.6342,-0.0024,too_far
59,121,0.0366,87.6342,-0.0026,too_far
60,121,0.0366,87.1618,-0.0039,too_far
60,121,0.0369,87.6342,-0.0041,too_far
60,121,0.0366,87.6342,-0.0032,too_far
60,121,0.0366,87.6342,-0.0043,too_far
60,121,0.0366,87.6342,-0.0047,too_far
59,121,0.0366,87.1618,-0.0038,too_far
59,121,0.0366,87.1618,-0.0042,too_far
59,121,0.0366,87.1618,-0.0033,too_far
59,121,0.0362,87.1618,-0.0039,too_far
59,121,0.0366,87.1618,-0.0032,too_far
59,121,0.0366,87.1618,-0.0031,too_far
59,121,0.0366,87.1618,-0.003,too_far
59,121,0.0362,87.1618,-0.0046,too_far
59,122,0.0369,87.185,-0.0034,too_far
59,122,0.0369,87.185,-0.0037,too_far
59,121,0.0366,87.1618,-0.0032,too_far
59,122,0.0369,87.185,-0.0024,too_far
59,122,0.0369,87.6536,-0.0037,too_far
59,122,0.0373,87.6536,-0.0034,too_far
60,122,0.0369,87.6536,-0.0032,too_far
60,122,0.0369,87.6536,-0.0044,too_far
60,122,0.0369,87.6536,-0.0039,too_far
59,122,0.0369,88.1225,-0.0039,too_far
60,122,0.0369,87.6536,-0.0039,too_far
59,122,0.0369,87.185,-0.004,too_far
59,122,0.0369,88.1225,-0.0033,too_far
59,122,0.0369,87.6536,-0.0034,too_far
59,122,0.0369,88.1225,-0.0038,too_far
59,122,0.0369,87.6536,-0.004,too_far
58,116,0.0357,83.119,-0.0018,too_far
60,120,0.0374,83.8179,0.0057,too_far
60,119,0.0377,83.7663,0.0083,too_far
59,120,0.0374,83.3464,0.0062,too_far
59,120,0.0374,83.8179,0.0067,too_far
60,120,0.0374,84.2902,0.0098,too_far
60,120,0.037,84.2902,0.0076,too_far
60,120,0.0373,84.2902,0.0084,too_far
60,120,0.0374,84.2902,0.0094,too_far
60,121,0.0373,83.8686,0.0106,too_far
60,121,0.0377,83.8686,0.0114,too_far
60,121,0.0377,83.8686,0.0093,too_far
60,120,0.0374,83.8179,0.0063,too_far
59,120,0.0373,83.8179,0.0036,too_far
60,120,0.038,83.3464,0.0044,too_far
59,121,0.0373,83.4009,0.0052,too_far
59,120,0.0377,83.3464,0.0065,too_far
59,120,0.0377,83.3464,0.0083,too_far
60,120,0.0377,83.3464,0.0106,too_far
59,120,0.0377,83.3464,0.012,too_far
60,120,0.0377,83.3464,0.0131,too_far
59,120,0.0373,83.3464,0.0129,too_far
60,120,0.0374,82.8757,0.0115,too_far
60,120,0.0374,82.8757,0.0111,too_far
59,120,0.0373,83.3464,0.0096,too_far
59,120,0.0374,83.3464,0.011,too_far
60,120,0.037,83.3464,0.0093,too_far
59,119,0.037,83.2909,0.0115,too_far
59,120,0.0373,83.8179,0.0091,too_far
60,120,0.0377,83.8179,0.0104,too_far
59,120,0.0373,83.8179,0.0089,too_far
59,121,0.0373,83.8686,0.0085,too_far
59,121,0.0373,83.8686,0.0091,too_far
59,121,0.0373,83.8686,0.0095,too_far
60,120,0.0373,84.2902,0.0088,too_far
59,121,0.0377,84.3371,0.0101,too_far
60,120,0.037,84.2902,0.0098,too_far
59,121,0.0373,84.3371,0.0107,too_far
59,120,0.037,83.8179,0.0104,too_far
59,120,0.0373,83.8179,0.0108,too_far
59,121,0.0373,84.3371,0.0093,too_far
60,120,0.0366,84.2902,0.0102,too_far
60,120,0.0366,83.8179,0.0094,too_far
59,120,0.0366,84.2902,0.0095,too_far
59,120,0.0373,84.2902,0.0095,too_far
59,121,0.0369,84.3371,0.0107,too_far
59,121,0.0373,84.3371,0.0098,too_far
59,121,0.0373,84.3371,0.0095,too_far
59,121,0.0376,84.3371,0.0099,too_far
60,121,0.0373,84.3371,0.0096,too_far
60,121,0.0376,84.3371,0.0098,too_far
60,120,0.0373,84.2902,0.009,too_far
60,120,0.037,84.2902,0.0114,too_far
60,120,0.037,84.2902,0.0113,too_far
59,120,0.037,84.2902,0.0105,too_far
59,121,0.0373,84.3371,0.0111,too_far
60,122,0.0376,84.3832,0.0103,too_far
60,121,0.0373,84.3371,0.0112,too_far
59,120,0.037,84.2902,0.01,too_far
59,121,0.0373,84.3371,0.0101,too_far
60,121,0.0373,84.3371,0.011,too_far
60,121,0.0369,84.3371,0.0105,too_far
59,121,0.0373,83.8686,0.0102,too_far
59,121,0.0377,83.8686,0.0104,too_far
59,121,0.0377,83.8686,0.0124,too_far
59,121,0.0377,84.3371,0.0109,too_far
60,121,0.0373,83.8686,0.0112,too_far
60,121,0.0377,84.3371,0.0115,too_far
60,121,0.0377,83.8686,0.0114,too_far
59,121,0.0377,83.8686,0.0117,too_far
59,121,0.0377,84.3371,0.0124,too_far
59,121,0.0373,83.8686,0.0108,too_far
59,121,0.0373,84.3371,0.0109,too_far
59,121,0.0376,84.3371,0.0117,too_far
59,121,0.0376,84.3371,0.0117,too_far
59,121,0.0377,84.3371,0.0125,too_far
59,121,0.0373,84.3371,0.0122,too_far
59,121,0.0373,84.3371,0.0126,too_far
59,121,0.0376,84.3371,0.0127,too_far
59,121,0.0376,84.3371,0.0125,too_far
59,122,0.0376,84.3832,0.0122,too_far
59,122,0.0376,84.3832,0.0133,too_far
59,122,0.038,84.3832,0.0123,too_far
59,122,0.0376,84.3832,0.0125,too_far
60,122,0.0376,84.3832,0.0122,too_far
59,122,0.0376,84.3832,0.0114,too_far
59,122,0.0376,83.9185,0.0124,too_far
60,122,0.0376,84.8487,0.0125,too_far
60,122,0.0376,83.9185,0.0128,too_far
60,122,0.0376,84.3832,0.0131,too_far
60,122,0.0376,84.3832,0.0137,too_far
60,122,0.0376,84.3832,0.0132,too_far
60,122,0.0376,84.3832,0.0135,too_far
60,121,0.0376,83.8686,0.0137,too_far
60,121,0.0373,84.3371,0.0141,too_far
60,122,0.0376,84.3832,0.0143,too_far
60,121,0.0373,83.8686,0.0148,too_far
60,122,0.038,83.9185,0.0144,too_far
60,121,0.0377,83.8686,0.0145,too_far
60,121,0.0373,84.3371,0.013,too_far
